date,cumulative_confirmed,cumulative_deceased
19/07/2022,307466.0,1165.0
20/07/2022,307638.0,1165.0
21/07/2022,307852.0,1166.0
22/07/2022,307994.0,1166.0
23/07/2022,0.0,0.0
24/07/2022,0.0,0.0
25/07/2022,308363.0,1168.0
26/07/2022,308497.0,1168.0
27/07/2022,308582.0,1168.0
28/07/2022,308759.0,1168.0
29/07/2022,308847.0,1168.0
30/07/2022,0.0,0.0
31/07/2022,0.0,0.0
01/08/2022,309119.0,1167.0
02/08/2022,309213.0,1167.0
03/08/2022,309323.0,1168.0
04/08/2022,309400.0,1169.0
05/08/2022,309481.0,1169.0
06/08/2022,0.0,0.0
07/08/2022,0.0,0.0
08/08/2022,309661.0,1169.0
09/08/2022,309734.0,1169.0
10/08/2022,309812.0,1170.0
11/08/2022,309893.0,1170.0
12/08/2022,309974.0,1170.0
13/08/2022,0.0,0.0
14/08/2022,0.0,0.0
15/08/2022,310127.0,1170.0
16/08/2022,310205.0,1170.0
17/08/2022,310279.0,1171.0
18/08/2022,310279.0,1171.0
19/08/2022,310378.0,1173.0
20/08/2022,0.0,0.0
21/08/2022,0.0,0.0
22/08/2022,310498.0,1173.0
23/08/2022,310525.0,1173.0
24/08/2022,310580.0,1173.0
25/08/2022,310657.0,1173.0
26/08/2022,310699.0,1173.0
27/08/2022,0.0,0.0
28/08/2022,0.0,0.0
29/08/2022,310816.0,1173.0
30/08/2022,310845.0,1173.0
31/08/2022,310883.0,1173.0
01/09/2022,0.0,0.0
02/09/2022,310961.0,1173.0
03/09/2022,0.0,0.0
04/09/2022,0.0,0.0
05/09/2022,0.0,0.0
06/09/2022,311094.0,1173.0
07/09/2022,0.0,0.0
08/09/2022,0.0,0.0
09/09/2022,311259.0,1173.0
10/09/2022,0.0,0.0
11/09/2022,0.0,0.0
12/09/2022,0.0,0.0
13/09/2022,311377.0,1173.0
14/09/2022,0.0,0.0
15/09/2022,0.0,0.0
16/09/2022,0.0,0.0
17/09/2022,0.0,0.0
