date,cumulative_confirmed,cumulative_deceased
02/09/2022,590888.0,0.0
03/09/2022,590958.0,0.0
04/09/2022,591018.0,0.0
05/09/2022,591192.0,0.0
06/09/2022,591307.0,0.0
07/09/2022,591518.0,5490.0
08/09/2022,591702.0,0.0
09/09/2022,591897.0,0.0
10/09/2022,591991.0,0.0
11/09/2022,592055.0,0.0
12/09/2022,592222.0,0.0
13/09/2022,592470.0,0.0
14/09/2022,592743.0,5503.0
15/09/2022,0.0,0.0
16/09/2022,0.0,0.0
17/09/2022,0.0,0.0
