date,subregion2_name,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_hospitalized_patients,cumulative_hospitalized_patients,population
26/08/2022,Rotterdam,42,0,310699,1173,0,9999,650000
27/08/2022,Rotterdam,,,,,,,650000
28/08/2022,Rotterdam,,,,,,,650000
29/08/2022,Rotterdam,24,0,310816,1173,0,9999,650000
30/08/2022,Rotterdam,29,0,310845,1173,0,9999,650000
31/08/2022,Rotterdam,38,0,310883,1173,0,9999,650000
01/09/2022,Rotterdam,,,,,,,650000
02/09/2022,Rotterdam,36,0,310961,1173,0,9999,650000
03/09/2022,Rotterdam,,,,,,,650000
04/09/2022,Rotterdam,,,,,,,650000
05/09/2022,Rotterdam,,,,,,,650000
06/09/2022,Rotterdam,40,0,311094,1173,0,9999,650000
07/09/2022,Rotterdam,,,,,,,650000
08/09/2022,Rotterdam,,,,,,,650000
09/09/2022,Rotterdam,52,0,311259,1173,0,9999,650000
10/09/2022,Rotterdam,,,,,,,650000
11/09/2022,Rotterdam,,,,,,,650000
12/09/2022,Rotterdam,,,,,,,650000
13/09/2022,Rotterdam,42,0,311377,1173,0,9999,650000
14/09/2022,Rotterdam,,,,,,,650000
15/09/2022,Rotterdam,,,,,,,650000
16/09/2022,Rotterdam,,,,,,,650000
17/09/2022,Rotterdam,,,,,,,650000
